respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12612049996,402519848,2021-04-28 08:12:13,2021-04-28 08:37:50,186.168.129.192,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,ejemplo aprendi a nadar ya  que yo no savia,#hashtag,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,50,Esperanza,Rara vez,La forma cómo los profesores enseñan,5,11 a 13 años,No se,Hombre
12612039504,402519848,2021-04-28 08:05:02,2021-04-28 08:37:58,186.86.52.195,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Lo que yo puse fue me enseño nuevas cosas y mi experiencia es que juego mucho al fútbol,Me encanta el fútbol y la escuela,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,55,30,19,Felicidad,Una vez,Liderazgo,5,11 a 13 años,Universitario,Hombre
12612033066,402519848,2021-04-28 08:04:47,2021-04-28 08:32:12,200.6.178.186,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,A vender mas a ser amigos ,#hashtag a prender ,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,16,17,Tristeza,Rara vez,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12612020833,402519848,2021-04-28 08:04:58,2021-04-28 08:29:29,181.52.177.152,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,mi experiencia es que tenemos compartir con las compañeros ,Mi colegio central del comercio y bachillerato,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,50,27,76,Felicidad,Todo el tiempo,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12612019923,402519848,2021-04-28 08:24:25,2021-04-28 08:27:57,186.168.138.55,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,compartir con mis compañeros y profesores,cosas nuevas,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,58,100,Esperanza,Con frecuencia,El trabajo en equipo,4,8 a 10 años,Universitario,Hombre
12612018064,402519848,2021-04-28 08:17:46,2021-04-28 08:28:48,186.81.100.146,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Aprendi mas,# todas las areas,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,28,100,Felicidad,Todo el tiempo,El trabajo en equipo,5,8 a 10 años,Universitario,Mujer
12612012281,402519848,2021-04-28 08:15:07,2021-04-28 08:26:51,181.143.230.180,,,,,Sí,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Tener la oportunidad de leer más y estudiar cosas q tenia un poco olvidadas,#leccion aprendida ,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,7,2,0,Esperanza,Rara vez,Cómo resolver conflictos,5,8 a 10 años,Bachiller,Mujer
12612011597,402519848,2021-04-28 08:09:45,2021-04-28 08:27:12,186.27.206.216,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,De paprende mas y ayudar amis progimos,#aprendermas,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Satisfacción/orgullo,Todo el tiempo,El trabajo en equipo,5,11 a 13 años,Bachiller,Mujer
12612010374,402519848,2021-04-28 08:12:10,2021-04-28 08:25:46,200.6.190.148,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,"Hubo un teatro,cantamos ,estudiamos virtual  y fue increíble",#lasmejoresclases,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,84,35,45,Esperanza,Rara vez,Liderazgo,5,11 a 13 años,Bachiller,Mujer
12612008041,402519848,2021-04-28 08:09:24,2021-04-28 08:26:00,181.78.17.23,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,actividades en grupo,trabajo en equipo,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,99,100,47,Felicidad,Una vez,El trabajo en equipo,4,8 a 10 años,No se,Mujer
12612007612,402519848,2021-04-28 08:03:45,2021-04-28 08:28:44,190.90.19.74,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,las representaciones en el proyecto de lengua castellana,mi ppp.,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,71,68,100,Esperanza,Con frecuencia,Innovación / creatividad,5,8 a 10 años,Postgrado,Mujer
12612004956,402519848,2021-04-28 08:06:24,2021-04-28 08:24:24,186.27.153.14,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,"Aprendí un poco, y ala vez me confundí",No sé,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,30,30,Angustia/Miedo,No se,La forma cómo los profesores enseñan,5,8 a 10 años,No se,Mujer
12612003456,402519848,2021-04-28 08:14:01,2021-04-28 08:24:25,186.27.146.195,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Jugar,#central del comercio,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,52,100,Esperanza,Rara vez,Innovación / creatividad,4,8 a 10 años,Bachiller,Hombre
12612003391,402519848,2021-04-28 08:11:32,2021-04-28 08:24:26,181.50.102.110,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,los juegos para aprnder,xd macho,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,48,100,Felicidad,Todo el tiempo,El trabajo en equipo,4,8 a 10 años,Técnico,Hombre
12612003358,402519848,2021-04-28 08:11:47,2021-04-28 08:23:37,190.66.176.163,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,trabajos de artistica,#trabajo en  equipo,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,59,100,100,Felicidad,Con frecuencia,El trabajo en equipo,4,8 a 10 años,Técnico,Mujer
12612003262,402519848,2021-04-28 08:10:27,2021-04-28 08:24:23,191.92.39.39,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Actividades en grupo,Trabajo en equipo,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,99,62,97,Felicidad,Con frecuencia,El trabajo en equipo,4,11 a 13 años,Universitario,Mujer
12612002212,402519848,2021-04-28 08:07:21,2021-04-28 08:23:47,200.6.178.186,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Fue muy divertido y aprendí muchas cosas,Para volver ala escuela,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,95,50,100,Tristeza,Todo el tiempo,Cómo resolver conflictos,5,8 a 10 años,Bachiller,Hombre
12611997546,402519848,2021-04-28 08:04:48,2021-04-28 08:24:03,186.168.140.233,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,me enseno a compartir con amigos y me diviero en las clases aprestando atencion,#me guata el colegio,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,100,0,2,Felicidad,Una vez,Relación con los profesores,5,8 a 10 años,Universitario,Hombre
12611996641,402519848,2021-04-28 08:13:39,2021-04-28 08:23:09,200.6.190.148,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,DEACUERDO AQPRENDER MAS,APRENDER,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,1,0,0,Felicidad,Todo el tiempo,Tecnología y herramientas digitales,5,11 a 13 años,Bachiller,Hombre
12611993078,402519848,2021-04-28 08:07:20,2021-04-28 08:20:31,186.86.52.98,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Nuevos temas ,,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,54,100,Felicidad,Rara vez,El trabajo en equipo,5,11 a 13 años,Bachiller,Hombre
12611991816,402519848,2021-04-28 08:10:16,2021-04-28 08:23:11,186.86.52.210,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Me enceño amigos nuevos profesores nuevos ,#hashtag algo nuevo,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,57,97,no está seguro,Una vez,Cómo resolver conflictos,,,,
12611986542,402519848,2021-04-28 08:09:32,2021-04-28 08:19:54,181.52.159.48,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"Todas las clases presenciales, en las que podíamos interactuar con nuestros  compañeros y profesores, que podíamos trabajar en equipo ",La presencialidad,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,52,53,Felicidad,Con frecuencia,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12611982505,402519848,2021-04-28 08:12:30,2021-04-28 08:17:51,181.234.76.240,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,,,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,63,Esperanza,Con frecuencia,El trabajo en equipo,5,8 a 10 años,Universitario,Mujer
12611982256,402519848,2021-04-28 08:05:00,2021-04-28 08:17:40,181.53.143.179,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,La experiencia que contaria seria una vez que la profesora no sabia como esplicarnos y hizo un juego y se volvio costumbre de todos los dias y aprendia y a la vez me divertia ,#Cosasinesperadas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,26,16,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,5,8 a 10 años,Universitario,Mujer
12611947270,402519848,2021-04-28 08:02:36,2021-04-28 08:08:23,186.86.52.80,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Conocio nuevos amigos,Date la oportunidad de conocer amigos y disfruta la vida,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,59,88,Felicidad,Con frecuencia,Innovación / creatividad,4,8 a 10 años,Universitario,Mujer
12611928226,402519848,2021-04-28 07:46:21,2021-04-28 08:02:38,190.8.224.51,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,compañerismo aprender a compartir con mis amigos  ,#NIÑOS FELICES,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,70,80,Felicidad,Con frecuencia,El trabajo en equipo,4,8 a 10 años,Técnico,Hombre
12611926304,402519848,2021-04-28 07:58:18,2021-04-28 08:01:42,186.27.155.62,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Pues se me resultó más fácil aprender virtualmente,#virtualsisepuede,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,20,49,Satisfacción/orgullo,Rara vez,El trabajo en equipo,8,14 a 16 años,Bachiller,Hombre
12611911297,402519848,2021-04-28 07:44:01,2021-04-28 07:58:04,190.1.221.56,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Mi experiencia fue que gracias a mis amigos aprendi muchas cosas en el tiempo que estuvimos aprendi a mejorar muchos errores que tenía ,Mi gran experiencia en mi escuela,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,50,50,Felicidad,Con frecuencia,Lo que hago en mi tiempo libre,4,8 a 10 años,Bachiller,Otro
12611910111,402519848,2021-04-28 07:49:19,2021-04-28 07:57:50,186.81.100.60,,,,,Sí,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,miexperiencia fue aprender mucho con los profesores,aprender con los profes,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,75,100,Felicidad,Una vez,El trabajo en equipo,4,8 a 10 años,Bachiller,Hombre
12611896668,402519848,2021-04-28 07:37:42,2021-04-29 08:55:03,186.112.68.242,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,que me isieron bulin,si,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,54,61,55,Indiferencia,Rara vez,La forma cómo los profesores enseñan,4,8 a 10 años,Técnico,Hombre
12611895630,402519848,2021-04-28 07:16:43,2021-04-28 07:54:24,181.62.184.76,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,no me gustaba entrar a las clases me estresaba mucho y pues me confundía mucho lo que mandaban,#estresada,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,7,20,25,Rabia,No se,Relación con los compañeros,9,14 a 16 años,No se,Mujer
12611894934,402519848,2021-04-28 07:39:12,2021-04-28 07:54:57,181.129.163.30,,,,,Sí,CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Aprender más ,,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,,53,100,Tristeza,No se,La forma cómo los profesores enseñan,4,8 a 10 años,Bachiller,Mujer
12611892736,402519848,2021-04-28 07:37:36,2021-04-28 07:54:47,200.6.190.148,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,me sacaron mi primera nota mala porque isieron ruido,mi primera nota mala,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,7,100,100,Angustia/Miedo,Una vez,Relación con los compañeros,4,8 a 10 años,No se,Mujer
12611891564,402519848,2021-04-28 07:41:16,2021-04-28 07:57:40,152.231.27.4,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Paisaje de globo,# volcán de plastilina erusionando,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,28,27,Esperanza,Rara vez,La forma cómo los profesores enseñan,5,8 a 10 años,Bachiller,Mujer
12611889039,402519848,2021-04-28 07:39:03,2021-04-28 07:51:33,190.99.226.95,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Ami me enseñaron que hay que cuidar las plantas ,Si,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,9,45,14,Felicidad,No se,El trabajo en equipo,4,8 a 10 años,Bachiller,Mujer
12611885635,402519848,2021-04-28 07:37:27,2021-04-28 07:52:39,190.99.197.93,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,yo aprendi a multiplicar y a bailar el otro año,#aprendiendo #a  #multiplicar,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,12,100,Felicidad,Una vez,Relación con los profesores,4,8 a 10 años,Bachiller,Hombre
12611885372,402519848,2021-04-28 07:21:30,2021-04-28 07:54:37,186.81.100.60,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,nos enseñaron hacer un volcán casero  ,# sembrando plantas ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,Felicidad,Todo el tiempo,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12611882466,402519848,2021-04-28 07:37:45,2021-04-29 10:13:52,186.168.138.69,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Un día estaba jugando con mis amigos y yo metí un gol olímpico ,Gol olímpico,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,Felicidad,Una vez,El trabajo en equipo,4,8 a 10 años,Bachiller,Hombre
12611881830,402519848,2021-04-28 07:37:49,2021-04-28 07:49:35,186.81.100.18,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Que cuando el profesor de educación física nos llevaba al coliseo jugábamos,Era muy chévere,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,15,15,Felicidad,Una vez,El trabajo en equipo,4,8 a 10 años,No se,Mujer
12611880272,402519848,2021-04-28 07:40:08,2021-04-28 07:49:05,200.6.190.148,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,medio curiocidad por apren de mas de lo que llase,no,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,3,4,Tristeza,No se,Innovación / creatividad,4,11 a 13 años,No se,Mujer
12611877823,402519848,2021-04-28 07:21:44,2021-04-28 07:49:28,181.52.190.43,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,estar en casa,hashtag estar en casa,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,0,100,Felicidad,Rara vez,El cuidado del medio ambiente,5,8 a 10 años,Bachiller,Hombre
12611877021,402519848,2021-04-28 07:39:43,2021-04-28 07:50:02,200.116.194.171,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,felicidad,no,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,10,17,Felicidad,Con frecuencia,El trabajo en equipo,4,8 a 10 años,Universitario,Hombre
12611876224,402519848,2021-04-28 07:37:36,2021-04-28 07:47:26,181.52.190.15,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,fue mi primera exposición y la experiencia fue muy buena,#HASHTAG MI PRIMERA EXPOSICION,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,50,Satisfacción/orgullo,Una vez,Relación con los compañeros,4,8 a 10 años,Técnico,Hombre
12611871830,402519848,2021-04-28 07:39:01,2021-04-28 07:46:00,181.143.230.180,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,cuando aprendi a sumar aprendi de una manera super chevere porque habian otros compañeros que no sabian y entre todos nos ayudamos y nos explicamos entre todos era muy chevere aprendi que hay mucho compañerismo ,#supercompañerismo,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,56,100,Felicidad,Rara vez,El trabajo en equipo,4,8 a 10 años,Bachiller,Mujer
12611871765,402519848,2021-04-28 07:37:39,2021-04-28 07:46:48,190.1.249.1,,,,,Sí,AMAZONAS,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Primera( mi amigo matias i samuel rivera 1 natacion,No,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Entendernos y darnos soporte emocional,100,21,86,Tristeza,Una vez,Cómo resolver conflictos,,8 a 10 años,Bachiller,Hombre
12611870763,402519848,2021-04-28 07:37:35,2021-04-28 07:45:42,200.6.178.186,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Festival del reinado ,Recuerdos del colegio,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,81,100,25,Felicidad,Todo el tiempo,El trabajo en equipo,4,8 a 10 años,Bachiller,Mujer
12611870650,402519848,2021-04-28 07:40:26,2021-04-28 07:48:32,190.1.248.85,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Hicimos un juego para trabajar en equipo y no lo hicimos y por eso perdimos el juego,Hay que trabajar en equipo,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,50,100,Satisfacción/orgullo,No se,El trabajo en equipo,4,8 a 10 años,Bachiller,Mujer
12611867464,402519848,2021-04-28 07:32:29,2021-04-28 07:50:33,186.86.52.197,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Mucha  esperiensa,Mucha esperiensia,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,35,25,30,Felicidad,Una vez,El trabajo en equipo,5,8 a 10 años,Técnico,Hombre
12611865652,402519848,2021-04-28 07:23:13,2021-04-28 07:50:33,191.95.26.188,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Mi esperiencia que compartiria son las manualidadades nuevas que aprendi en mi colegio,#aprendoconmanualidades,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,20,100,Esperanza,No se,El trabajo en equipo,5,8 a 10 años,Técnico,Mujer
12611863658,402519848,2021-04-28 07:37:35,2021-04-28 07:47:44,200.116.194.171,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Cuando aprendía nadar,Aprende a nadar,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,99,15,20,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,4,8 a 10 años,Universitario,Mujer
12611858590,402519848,2021-04-28 07:21:28,2021-04-28 07:42:04,200.6.178.21,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,al llegar la pandemia la  experiencia fue extraña   en el dia morian por lo menos 90 personas,#paisaje natural,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,77,100,Angustia/Miedo,Con frecuencia,El trabajo en equipo,5,8 a 10 años,No se,Mujer
12611856767,402519848,2021-04-28 07:21:34,2021-04-28 07:41:49,190.1.211.22,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi El Prado,te enseñó algo nuevo,Es pese,# el paisaje natura,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasaba antes,Entendernos y darnos soporte emocional,10,15,18,Esperanza,Una vez,Lo que hago en las horas de clase,10,11 a 13 años,Técnico,Mujer
