respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12998643194,406706099,2021-09-27 09:21:29,2021-09-27 09:27:50,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,que aprendamos mas y mejor ,la tecnologia,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,6,100,6,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,4,8 a 10 años,Universitario,Hombre
12998640627,406706099,2021-09-27 09:21:42,2021-09-27 09:27:02,132.255.22.116,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Si,Si,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Felicidad,Con frecuencia,Liderazgo,4,8 a 10 años,Universitario,Hombre
12998538623,406706099,2021-09-27 08:36:10,2021-09-27 08:53:29,161.10.153.36,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,aprendi a renacionarme con mis compañeros dentro del salo de clase y fuera de el.Estreche lazos de amistades mas fuertes,AMIGOS POR SIEMPRE,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,4,5,Felicidad,Todo el tiempo,El trabajo en equipo,5,8 a 10 años,Técnico,Mujer
12998524120,406706099,2021-09-27 08:38:07,2021-09-27 08:53:23,190.70.120.108,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,un dia  estaba en clase de tic con el profe . nos dejo una tarea  que   teniamos que hacer en worl yo no sabia manejarlo muy bien  pero despues aprendi un poco mas  con las esplicaciones de profesor,mi primer dia en worl,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,31,17,49,Satisfacción/orgullo,Con frecuencia,Tecnología y herramientas digitales,5,11 a 13 años,Bachiller,Mujer
12998525653,406706099,2021-09-27 08:40:45,2021-09-27 08:51:19,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,que me gusto el colegio des de el primer dia que fui por qure  yo beia a mi hermano horgulloso trayendo notas a la casa y yo tanbien oi en dia traigo notas buenas a mi casa ,el colegio y la creatibidad,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,50,50,Esperanza,No se,Relación con la familia,5,8 a 10 años,No se,Hombre
12998525936,406706099,2021-09-27 08:43:18,2021-09-27 08:49:40,190.84.116.214,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,en algunas parte en tendi en otras me confundi   pero con las explicacion de la seño sen en tiende ,si,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,100,100,Satisfacción/orgullo,Una vez,El trabajo en equipo,5,11 a 13 años,Universitario,Hombre
12998526630,406706099,2021-09-27 08:43:06,2021-09-27 08:49:15,132.255.22.116,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Me dejo curiosidad por que me gusto ,La experiencia,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,7,7,Felicidad,Rara vez,El trabajo en equipo,5,11 a 13 años,Técnico,Hombre
12998520611,406706099,2021-09-27 08:39:01,2021-09-27 08:47:51,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Porque en mi anterior colegio  me enseñaron muchas cosas que acá yo no conocía y en villas de San Pablo me enseñaron muchas cosas masme ,Cosas sobre mi anterior colegio,Me sentí confundido/no entendí nada,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,50,100,Felicidad,No se,Innovación / creatividad,5,8 a 10 años,Técnico,Mujer
12998510758,406706099,2021-09-27 08:37:08,2021-09-27 08:44:07,191.92.98.82,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,"en la clase pasada con el profe Luis cárdena aprendí sobre Kahoot  y me divertí mucho, hicimos una actividad sobre Word y sus herramientas   ",lo que aprendí este año ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,12,50,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,5,8 a 10 años,No se,Hombre
12998496898,406706099,2021-09-27 08:34:39,2021-09-27 08:39:20,201.185.182.122,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Hice una experiencia en kahoot ,Nuevo aprendizaje ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,68,23,29,Felicidad,Rara vez,La forma como los profesores me evalúan,5,8 a 10 años,Técnico,Hombre
12998369573,406706099,2021-09-27 07:47:53,2021-09-27 07:56:58,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Las lenguas castellana ,#hashtag como ?? ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,18,26,100,Felicidad,Todo el tiempo,El trabajo en equipo,4,8 a 10 años,No se,Hombre
12998373659,406706099,2021-09-27 07:44:29,2021-09-27 07:56:18,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Me confundí por qué no sabía que Hiba a ser,La confusión,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,69,51,26,Felicidad,Una vez,Lo que hago en las horas de clase,4,8 a 10 años,No se,Mujer
12998377290,406706099,2021-09-27 07:45:14,2021-09-27 07:56:05,190.84.119.137,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Me en seño cosas de tecnología ,Las tic,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,11,16,11,Felicidad,No se,El trabajo en equipo,4,8 a 10 años,No se,Hombre
12998366484,406706099,2021-09-27 07:39:28,2021-09-27 07:53:48,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Me acuerdo que el día de la clase del profesor aprendí a manejar la tecnologia,#Aprendo a manejar la tecnología ,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,50,7,Felicidad,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,4,8 a 10 años,Bachiller,Mujer
12998359644,406706099,2021-09-27 07:39:11,2021-09-27 07:52:01,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Como era nueva el colegio es muy grande y no lo conocia y me daba miedo perderme ,#me ciento feliz ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,0,0,Felicidad,Una vez,Liderazgo,4,8 a 10 años,Postgrado,Mujer
12998364885,406706099,2021-09-27 07:40:07,2021-09-27 07:51:43,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Mi experiencia que yo tuve fue que me enseñaron a crear carpeta de microsoft word,#hashtagtecnologia,Me dio curiosidad por saber más,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,49,28,53,Felicidad,Todo el tiempo,Tecnología y herramientas digitales,4,8 a 10 años,Técnico,Mujer
12998362481,406706099,2021-09-27 07:45:05,2021-09-27 07:50:18,190.84.118.5,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,Me confundí porque el profe dijo vamos Aser la tijera y yo la tijera a y me confundí,El niño que se confunde,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,50,11,Felicidad,No se,Ninguna de las anteriores,4,8 a 10 años,No se,Hombre
12998356276,406706099,2021-09-27 07:38:49,2021-09-27 07:48:12,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,por la manera como se dieron las clases virtuales,no entendía las clases virtuales,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,20,50,63,Felicidad,Rara vez,Lo que hago en las horas de clase,4,8 a 10 años,Bachiller,Hombre
12998343940,406706099,2021-09-27 07:38:38,2021-09-27 07:44:54,190.70.123.146,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,A veses no entedia como ahora presencial ,#elmejordia,Me sentí confundido/no entendí nada,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,42,64,Esperanza,No se,Mi aporte a la humanidad/al mundo/a los demás,4,8 a 10 años,No se,Mujer
12998346650,406706099,2021-09-27 07:37:35,2021-09-27 07:44:11,191.92.98.95,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,el tema de la tierra,#exelente,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,16,10,81,Felicidad,Con frecuencia,El cuidado del medio ambiente,4,8 a 10 años,Bachiller,Hombre
12998346661,406706099,2021-09-27 07:38:22,2021-09-27 07:44:00,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,Me confío en lago q me dijo el profe ??,#confundo,Me sentí confundido/no entendí nada,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,70,36,72,Esperanza,No se,Tecnología y herramientas digitales,4,8 a 10 años,No se,Mujer
12967816826,406706099,2021-09-14 22:44:40,2021-09-14 22:54:29,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,"Bueno lo que paso fue que un profe, me corrigió en una actuación de mala forma que tuve, y lo que pasó fue que sentí ese apoyo, esa enseñanza de una forma buena, y que me enseñó  a ser mejor persona y a que siempre debemos saber escuchar a los demas",#aprenderaescuchar,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,70,15,100,Satisfacción/orgullo,Rara vez,Mi aporte a la humanidad/al mundo/a los demás,11,14 a 16 años,No se,Hombre
12963732475,406706099,2021-09-13 15:13:59,2021-09-13 15:37:02,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,me confundí en muchas cosas aveces el horario no era el mismo o cambiaban las horas de las clases  me enredo en mucha por lo general pero siempre tengo ayuda  , confundido en el saber ,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,100,Satisfacción/orgullo,Todo el tiempo,Ninguna de las anteriores,11,17 a 19 años,Bachiller,Mujer
12963128958,406706099,2021-09-13 11:38:17,2021-09-13 11:44:38,186.82.84.49,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,Pues no ha Sido una gran experiencia el estudio virtual,#Pandemia,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,30,50,Esperanza,Con frecuencia,Ninguna de las anteriores,11,17 a 19 años,Bachiller,Mujer
12963004161,406706099,2021-09-13 10:55:01,2021-09-13 11:03:14,191.89.244.88,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,"Sobre la pandemia, fue muy confuso toda la tematica",#no_a_la_virtualidad,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,54,25,100,Angustia/Miedo,Rara vez,Ninguna de las anteriores,11,17 a 19 años,Bachiller,Mujer
12962998556,406706099,2021-09-13 10:53:13,2021-09-13 11:01:07,132.255.22.146,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Pues un día que unos compañeros estaban haciendo un trabajo me dio curiosidad hacerlo también ,La curiosidad ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,50,50,Felicidad,Rara vez,El trabajo en equipo,,,,
12962897163,406706099,2021-09-13 10:19:32,2021-09-13 10:29:54,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,Pues con este del covid-19 fue un poco confuso ya que toco alejarse de todo ,#covid19confuso ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,36,63,60,no está seguro,Rara vez,Lo que hago en mi tiempo libre,11,17 a 19 años,No se,Mujer
12962898249,406706099,2021-09-13 10:23:27,2021-09-13 10:28:38,181.129.159.83,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,Lo que pasó es que como estábamos virtuales me afectó de una manera que no entendía ninguna clase y solo podía hacer las tareas para no perder el año pero no entendí nada me sentí muy confundida,#noalavirtualidad,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,2,49,8,Rabia,Todo el tiempo,La forma cómo los profesores enseñan,11,17 a 19 años,Bachiller,Mujer
12962894968,406706099,2021-09-13 10:21:48,2021-09-13 10:27:39,190.84.117.123,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Quiero aprender más ,Eh no se,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,46,58,53,Felicidad,Una vez,La forma cómo los profesores enseñan,11,17 a 19 años,No se,Mujer
12962777707,406706099,2021-09-13 09:48:07,2021-09-13 09:50:04,191.95.23.95,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Experimentos y proyectos sobre el grado,#experimentosyptoyectos,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,39,62,100,Satisfacción/orgullo,Con frecuencia,Lo que hago en mi tiempo libre,11,17 a 19 años,Bachiller,Mujer
12962763201,406706099,2021-09-13 09:39:15,2021-09-13 09:45:40,191.95.23.95,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Hacer experimentos en el colegio me fuera gustado ponerlo en práctica y proyectos sobre el grado,#experimentosyproyectos,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,18,52,100,Satisfacción/orgullo,Con frecuencia,Lo que hago en mi tiempo libre,11,17 a 19 años,Bachiller,Hombre
12962759896,406706099,2021-09-13 09:06:48,2021-09-13 09:44:47,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Nos enseña cosas nuevas que seamos responsables respetuoso con nuestro docente y compañeros seguir haci siempre ,Si,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,13,100,Felicidad,Todo el tiempo,El trabajo en equipo,11,17 a 19 años,No se,Mujer
12962750369,406706099,2021-09-13 09:29:09,2021-09-13 09:42:41,191.89.246.29,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,tendre en cuenta lo que me enseñaron ??,"#siempre hay que saber lo mucho que te puede ayudar la escuela, también a disfrutar cada clase que den ",Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,49,34,53,no está seguro,No se,Lo que hago en mi tiempo libre,11,17 a 19 años,Técnico,Mujer
12962671875,406706099,2021-09-13 09:16:37,2021-09-13 09:17:22,191.95.17.221,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,,,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,11,17 a 19 años,Bachiller,Mujer
12962658496,406706099,2021-09-13 09:09:55,2021-09-13 09:13:05,132.255.22.116,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,El aprender un poco más del habla y fluidez en el ingles,#porunacolombiabilingüe,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,45,38,86,Satisfacción/orgullo,No se,La forma cómo los profesores enseñan,11,14 a 16 años,Técnico,Hombre
12962654281,406706099,2021-09-13 09:07:45,2021-09-13 09:11:59,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,"Pues todo lo que nos enseñan los profesores lo aprendí, bueno no todo pero si algunas cosas ",#aprendermas ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,69,58,54,Satisfacción/orgullo,Con frecuencia,Lo que hago en las horas de clase,11,14 a 16 años,No se,Mujer
12957368932,406706099,2021-09-10 10:25:36,2021-09-10 10:32:01,186.169.191.60,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,"cuando recien empezo la cuarentena, porque tenia planeado hacer muchas cosas y por la cuarentena no pude, pero poco a poco voy realizandolas ",#cuarentena,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,1,100,69,no está seguro,No se,Ninguna de las anteriores,11,17 a 19 años,Universitario,Mujer
12957334979,406706099,2021-09-10 09:41:16,2021-09-10 10:18:54,186.169.191.60,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,fue durante un experimento de fisica con cohetes auto propulsion y me intereso mucho ,#innovacion,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,50,1,Satisfacción/orgullo,Con frecuencia,El trabajo en equipo,11,14 a 16 años,Bachiller,Hombre
12957228125,406706099,2021-09-10 09:35:37,2021-09-10 09:40:32,186.169.191.60,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,LA PANDAMIA Y CON ESO LA VIRTUALIDAD TODO FUE MAS DIFICIL POR LA PANDEMIA ME ENSEÑO A NO DAR TODO POR HECHO Y Q PUEDEN PASAN COSAS NUEVAS ,#COSAS INPREDECIBLES ,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,99,100,no está seguro,No se,Cómo resolver conflictos,,,,
12957209720,406706099,2021-09-10 09:14:14,2021-09-10 09:34:44,186.169.191.60,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,EL AÑO PASADO ME PASARON MUCHAS COSAS UNA SERIA QUE APRENDI MUCHO EN LA AREA DE MATEMATICAS Y ESPAÑOL,CADA DIA SE APRENDE ALGO NUEVO,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,,1,100,Satisfacción/orgullo,Rara vez,Relación con los profesores,11,17 a 19 años,Universitario,Hombre
12957115895,406706099,2021-09-10 08:50:44,2021-09-10 09:00:03,191.95.23.41,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Aprendí que sin importar las circunstancias podremos lograr lo que queramos,#yopuedo,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,100,100,Esperanza,Rara vez,Cómo resolver conflictos,11,17 a 19 años,Bachiller,Mujer
12957106990,406706099,2021-09-10 08:50:24,2021-09-10 08:56:53,186.169.191.60,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,el año pasado aprendi a usar las herramientas tecnologicas como excel power point y muchas mas para uso educativo ya que por la cuestion de covid las clases fueron virtuales y a decir verdad años anteriores no las usaba con ese fin,USEMOS MAS LAS HERRAMIENTAS TECNOLOGICA ,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,0,50,100,Satisfacción/orgullo,Rara vez,Tecnología y herramientas digitales,11,17 a 19 años,Bachiller,Mujer
12957072637,406706099,2021-09-10 08:14:46,2021-09-10 08:49:29,186.169.191.60,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,el cambio repentino por la cuarentena ,#vueltaalcole,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,1,100,100,Angustia/Miedo,Rara vez,Ninguna de las anteriores,11,17 a 19 años,Bachiller,Hombre
