respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12601183999,402493917,2021-04-23 18:12:51,2021-04-23 18:21:52,190.99.206.124,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te enseñó algo nuevo,Si ,No se,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Entendernos y darnos soporte emocional,16,18,0,Esperanza,Con frecuencia,El trabajo en equipo,5,11 a 13 años,No se,Hombre
12601175935,402493917,2021-04-23 18:06:41,2021-04-23 18:16:26,200.116.194.29,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te dio curiosidad por aprender más,comenzamos a trabajar divisiones y me senti feliz,mi expriencia en las atematicas,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,78,23,100,Felicidad,Una vez,Cómo resolver conflictos,4,8 a 10 años,Técnico,Hombre
12601175445,402493917,2021-04-23 18:12:37,2021-04-23 18:16:09,142.93.59.83,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te enseñó algo nuevo,aprendí sobre Cristóbal colon ,Cristóbal Colon,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,16,50,Felicidad,Una vez,Mi aporte a la humanidad/al mundo/a los demás,4,8 a 10 años,Postgrado,Mujer
12601172349,402493917,2021-04-23 13:07:39,2021-04-23 18:14:54,186.86.52.174,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi El Prado,te dio curiosidad por aprender más,"Pues no fue el año pasado, pero pues es algo que recuerdo ya que ocurrió cuando estaba en mi primer año en el colegio y en clase de informática me enseñaron sobre Scratch, un lenguaje de programación que puede ser algo básico pero para mi que nunca había aprendido a usar uno, me asombro lo fácil e intuitivo que es de usar. ",Pues no se realmente no se me viene uno a la cabeza.,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,20,25,Felicidad,No se,Tecnología y herramientas digitales,8,14 a 16 años,Universitario,Hombre
12601171572,402493917,2021-04-23 18:06:56,2021-04-23 18:13:39,186.81.57.102,,,,,Sí,BOGOTÁ,Colegio Comfandi  Municipal,te enseñó algo nuevo,Aprendimos que todo acto tiene una consecuencia,#aprendamosalgonuevo,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,96,18,85,Esperanza,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,5,11 a 13 años,Técnico,Hombre
12601169823,402493917,2021-04-23 18:05:42,2021-04-23 18:12:07,191.111.137.116,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,te enseñó algo nuevo,Antes no sabía programar y ahora se programar mucho mejor ,#seprogramar,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,35,0,100,Esperanza,Todo el tiempo,Tecnología y herramientas digitales,6,11 a 13 años,Universitario,Hombre
12601144217,402493917,2021-04-23 17:51:47,2021-04-23 17:55:23,181.51.36.168,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,Generar vínculos haciendo nuevos amigos,#amigosparatodalavida,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,97,100,100,Felicidad,Todo el tiempo,Relación con los compañeros,4,8 a 10 años,Universitario,Hombre
12601139966,402493917,2021-04-23 17:49:39,2021-04-23 17:53:41,179.12.168.108,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,Fracciones :) ,#hola,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,74,87,89,Felicidad,Una vez,Liderazgo,5,8 a 10 años,Universitario,Hombre
12601112437,402493917,2021-04-23 17:29:36,2021-04-23 17:38:32,191.156.35.41,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Miraflores,te enseñó algo nuevo,Aprendi mas en las clases que estando virtual,Las clases presenciales son indispensables,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Entendernos y darnos soporte emocional,32,93,51,Angustia/Miedo,Rara vez,Cómo resolver conflictos,6,11 a 13 años,Universitario,Mujer
12601110710,402493917,2021-04-23 17:31:38,2021-04-23 17:35:06,179.12.166.37,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,Experiencia en tecnología,#colombiaactivaeneducaciontecnologica,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,51,Esperanza,Con frecuencia,Innovación / creatividad,5,11 a 13 años,Postgrado,Mujer
12601110482,402493917,2021-04-23 17:25:08,2021-04-23 17:34:52,186.81.40.161,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te enseñó algo nuevo,En las clases aprendo cosas nuevas día a dia,#aprendocosasnuevas,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,50,50,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,4,8 a 10 años,Técnico,Hombre
12601082930,402493917,2021-04-23 17:14:17,2021-04-23 17:23:09,186.27.207.85,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,te dio curiosidad por aprender más,lo que me daba curiosidad eran las clases de educacion fisica,#hatshtagDEPORTE,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,62,40,79,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,7,11 a 13 años,Bachiller,Mujer
12601031318,402493917,2021-04-23 16:46:11,2021-04-23 16:52:21,191.95.51.8,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,te dio curiosidad por aprender más,Me dió curiosidad un teme sobre el proyecto de ecotopia ,#ecologia,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Entendernos y darnos soporte emocional,37,36,100,no está seguro,No se,Ninguna de las anteriores,5,8 a 10 años,Universitario,Hombre
12600988936,402493917,2021-04-23 16:14:59,2021-04-23 16:33:24,179.14.194.130,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,compartiria lu nuevo que habria aprendido con mis amigos que no an entendido un poco sobre el tema,la experiensia que compartiria con mis amigos ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,71,48,100,Felicidad,Una vez,Relación con los compañeros,4,11 a 13 años,Bachiller,Hombre
12600969991,402493917,2021-04-23 16:05:20,2021-04-23 16:21:18,181.50.102.158,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te dio curiosidad por aprender más,"en los circuitos de la clase de ciencias naturales, me dio mucha curiosidad de como funciona todo, fue una experiencia agradable y también en los talleres de mundo científico",#lacienciaeslomio,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,50,Felicidad,Con frecuencia,El trabajo en equipo,4,8 a 10 años,Universitario,Hombre
12600955726,402493917,2021-04-23 16:07:19,2021-04-23 16:13:43,191.156.47.245,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,te enseñó algo nuevo, Siempre e tenido problemas para socialisar pero cuando entre a 5 de primaria en el colegio miraflores aprendía a ser más sosiable ,#amigos ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,89,84,57,Felicidad,Una vez,El trabajo en equipo,6,11 a 13 años,Técnico,Mujer
12600923617,402493917,2021-04-23 15:54:21,2021-04-23 15:58:57,186.80.97.111,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi El Prado - sede primaria,te confundió,El Covid- 19 me cambio mucho la vida ,#QueremosVolverAEstudiar,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,51,53,100,Indiferencia,No se,El cuidado del medio ambiente,5,11 a 13 años,No se,Mujer
12600922208,402493917,2021-04-23 15:03:22,2021-04-23 15:58:24,186.27.184.74,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,"Ecotopia, las formas de cuidar y aprender de nuestro  pais",#c#aprendeacuidarelpnaeta,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,45,64,90,Felicidad,Con frecuencia,El cuidado del medio ambiente,5,11 a 13 años,Universitario,Mujer
12600918618,402493917,2021-04-23 15:47:50,2021-04-23 15:56:49,186.112.65.34,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,Que debemos cuidarnos unos a otros. No pensé q no podría volver más al colegio por este corona virus. ,#todos debemos amarnos. ,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,59,55,100,Angustia/Miedo,Una vez,Cómo resolver conflictos,4,8 a 10 años,Universitario,Hombre
12600911930,402493917,2021-04-23 15:31:59,2021-04-23 15:55:09,200.116.194.178,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi El Prado - sede primaria,te confundió,pos  me  comfundia   por  que las  clases virtuales me  daban  estez  y  no podia  por que  aveses se  iva  en  internet  y  no escuchaba  las  clases ,,Me sentí confundido/no entendí nada,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,89,0,25,Rabia,Todo el tiempo,Relación con la familia,5,11 a 13 años,Universitario,Mujer
12600905063,402493917,2021-04-23 15:39:50,2021-04-23 15:51:56,190.1.242.219,,,,,No,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,"antes yo no dibujaba tan bien y me daba pena , los dibujos que realizaba en artes y con las clases del profe William mejore poco a poco",,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,59,50,50,Satisfacción/orgullo,Con frecuencia,Lo que hago en mi tiempo libre,4,8 a 10 años,Técnico,Hombre
12600895403,402493917,2021-04-23 15:31:55,2021-04-23 15:46:16,161.18.94.215,,,,,No,VALLE DEL CAUCA,Colegio Comfandi El Prado - sede primaria,te dio curiosidad por aprender más,"En clase de matemática con la profe mireya, me gusto mucho lo que dicto y me dio curiosidad de saber mas.",#megustaaprender,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,28,68,50,no está seguro,Rara vez,Lo que hago en las horas de clase,5,8 a 10 años,Universitario,Mujer
12600892256,402493917,2021-04-23 15:34:47,2021-04-23 15:45:53,181.50.102.187,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi El Prado - sede primaria,te enseñó algo nuevo,Al estar en la virtualidad me enseño a manejar mejor el computador,#enseñanza,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,9,98,Esperanza,No se,La forma cómo los profesores enseñan,5,8 a 10 años,Técnico,Hombre
12600880674,402493917,2021-04-23 15:31:08,2021-04-23 15:39:26,201.185.13.189,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te dio curiosidad por aprender más,Cuando me gusta un tema quiero aprender mucho más,Aprendiendo y queriendo,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,19,100,Felicidad,Con frecuencia,El trabajo en equipo,5,11 a 13 años,No se,Hombre
12600878280,402493917,2021-04-23 15:32:12,2021-04-23 15:38:33,191.92.50.120,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi El Prado - sede primaria,te enseñó algo nuevo,EN mi opinion el año pasado aprendi muchas cosas en Todas las areas en general ,#aprenderdeunaformadivertida,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,49,42,Felicidad,Con frecuencia,Lo que hago en las horas de clase,5,8 a 10 años,Universitario,Hombre
12600874253,402493917,2021-04-23 15:15:47,2021-04-23 15:36:49,191.102.199.216,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo," aprendi los cambios de estados, el teatro, programacion,  los derechos unidos y los monologos",Lo que aprendí ,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Entendernos y darnos soporte emocional,100,0,48,Felicidad,Con frecuencia,El cuidado del medio ambiente,4,8 a 10 años,Universitario,Hombre
12600872531,402493917,2021-04-23 15:31:05,2021-04-23 15:41:00,186.82.96.207,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi El Prado,te enseñó algo nuevo,aprendí mas cosas,#aprendo mas,Me sentí confundido/no entendí nada,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,54,100,Felicidad,No se,Ninguna de las anteriores,5,11 a 13 años,Técnico,Hombre
12600815111,402493917,2021-04-23 13:14:38,2021-04-23 15:11:07,186.168.153.231,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te dio curiosidad por aprender más,"Quiero aprender sobre historias,sistemas, matemáticas .",#Quieroaprenderdetodo,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,19,100,Satisfacción/orgullo,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,4,8 a 10 años,Técnico,Mujer
12600811879,402493917,2021-04-23 14:53:34,2021-04-23 15:10:05,186.146.119.95,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te dio curiosidad por aprender más,"Me gusto los pequeños cientificos, la experiencia de la clase   de ciencias naturales  de como encender una bombilla usando una bombilla y una batería y cables y una pinza de cocodrilo, ahí pude  ver como prender una bombilla eso me gusto por que me gusta la ciencia.  ",#pequeñoscientificos,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,82,Esperanza,Todo el tiempo,El trabajo en equipo,4,8 a 10 años,Técnico,Hombre
12600805758,402493917,2021-04-23 14:55:32,2021-04-23 15:07:48,181.130.132.229,,,,,No,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,Que empezamos a recibir clases virtuales y me enseñó algo nuevo por qué antes no sabía manejar ninguna de esas plataformas de hecho ni siquiera sabía qué existían ,#plataformasnuevas,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,47,100,no está seguro,Rara vez,Tecnología y herramientas digitales,4,8 a 10 años,Técnico,Mujer
12600783103,402493917,2021-04-23 14:20:38,2021-04-23 14:58:57,191.92.86.165,,,,,No,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te enseñó algo nuevo,"Un día estaba lloviendo y un compañero salió corriendo por el pasillo que estaba mojado y se cayó muy fuerte, salimos a ver y yo lo ayude a levantarse pero note que algunos compañeros se burlaron de él, a mi no me gustó esa reacción porque uno no debe de burlarse de las cosas malas que le sucedan a los demás",#noteburlesdelmalajeno,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Tristeza,Rara vez,Mi aporte a la humanidad/al mundo/a los demás,4,8 a 10 años,Técnico,Hombre
12600722631,402493917,2021-04-23 14:07:37,2021-04-23 14:37:16,181.62.52.105,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te dio curiosidad por aprender más,Me dio mucha curiosidad la historia de colombia  y los periodos de la histori de colombia,#aprendiendocresco,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Entendernos y darnos soporte emocional,66,23,26,no está seguro,No se,Liderazgo,4,8 a 10 años,Universitario,Mujer
12600721474,402493917,2021-04-23 14:21:13,2021-04-23 14:32:49,186.146.236.164,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te dio curiosidad por aprender más,Quéria saber más  de ciencia y informaticas para saber  de las  plataformas y Los hesperimento en ciencias  ,No,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,50,Esperanza,Rara vez,El trabajo en equipo,4,8 a 10 años,Bachiller,Mujer
12600695268,402493917,2021-04-23 14:13:24,2021-04-23 14:22:11,190.108.77.25,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te confundió,la división en clase de matemáticas,confusión en la clase de matemáticas,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Esperanza,Con frecuencia,Ninguna de las anteriores,5,8 a 10 años,No se,Mujer
12600688351,402493917,2021-04-23 14:05:54,2021-04-23 14:19:46,181.53.132.111,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,te enseñó algo nuevo,bueno siempre se me  dificulta tener amigo y socializar pero cuando entre al colegio me empecé a desenvolver  ,#amigos ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,86,73,50,Felicidad,Una vez,El trabajo en equipo,6,11 a 13 años,Técnico,Mujer
12600685557,402493917,2021-04-23 14:11:30,2021-04-23 14:18:07,161.18.87.35,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te dio curiosidad por aprender más,"Estábamos empezando año, con una nueva profesora y quede con esas ganas de poder compartir más, vivir mi año como siempre",#Extrañoelcole,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,50,50,no está seguro,Rara vez,La forma cómo los profesores enseñan,4,8 a 10 años,Universitario,Hombre
12600682641,402493917,2021-04-23 14:03:45,2021-04-23 14:31:53,186.81.100.96,,,,,No,VALLE DEL CAUCA,Colegio Comfandi Miraflores,te enseñó algo nuevo,Aprendí a conocer cosas nuevas,Descubriendo,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,12,40,100,Felicidad,Todo el tiempo,Cómo resolver conflictos,10,17 a 19 años,Universitario,Mujer
12600678524,402493917,2021-04-23 14:07:09,2021-04-23 14:16:40,181.62.53.222,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te dio curiosidad por aprender más,un día la profesora Mónica nos dijo lo de fraccione homogéneas y me parecio muy divertido y le dije a mi mama que me pusiera mas fracciones,#aprenderyestudiar,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,26,50,Tristeza,Todo el tiempo,Lo que hago en las horas de clase,4,8 a 10 años,Universitario,Mujer
12600678089,402493917,2021-04-23 13:43:36,2021-04-23 14:15:50,190.99.219.89,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,te enseñó algo nuevo,"mi experiencia fue aprender a relacionarme con mis compañeros , porque antes no lo hacia, prefería estar con mis mismos compañeros ",#comparte,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,52,52,Felicidad,Rara vez,El trabajo en equipo,4,8 a 10 años,Técnico,Mujer
12600670458,402493917,2021-04-23 13:57:05,2021-04-23 14:12:45,181.62.54.23,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,lo que aprendi fue a multiplicar y la profe nos enseño por medio de juegos fichas fue divertido, #hashtag divertido aprender,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,,8 a 10 años,Universitario,Hombre
12600662448,402493917,2021-04-23 14:00:54,2021-04-23 14:10:40,191.95.62.205,,,,,No,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,La diversidad cultural de cali,En la variedad esta el sabor,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,38,93,50,Satisfacción/orgullo,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,,,,
12600659782,402493917,2021-04-23 14:00:09,2021-04-23 14:07:43,181.234.11.51,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te dio curiosidad por aprender más,"Al momento de saber sobre la huerta casera, como una de las estrategias para el cuidado del medio ambiente, quise hacer una en mi casa e investigar más como hacerla. ",#huertacasera,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,56,52,68,Esperanza,Con frecuencia,El cuidado del medio ambiente,4,8 a 10 años,Universitario,Mujer
12600658297,402493917,2021-04-23 14:01:06,2021-04-23 14:07:40,181.78.17.162,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te confundió,Por que me distraigo facil,#medistraienclase,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Entendernos y darnos soporte emocional,100,50,50,no está seguro,No se,Cómo resolver conflictos,4,8 a 10 años,Universitario,Hombre
12600648770,402493917,2021-04-23 13:57:50,2021-04-23 14:06:29,186.113.173.215,,,,,Sí,BOGOTÁ,Colegio Comfandi San Nicolas,te enseñó algo nuevo,,#apreder,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,53,47,Satisfacción/orgullo,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,4,8 a 10 años,Universitario,Mujer
12600647800,402493917,2021-04-23 13:53:37,2021-04-23 14:34:46,186.146.236.180,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,te enseñó algo nuevo,Ami me enseño que para las clases también podemos usar la tecnología para clases.,la virtualidad,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,97,80,90,Esperanza,Con frecuencia,El trabajo en equipo,4,8 a 10 años,Postgrado,Mujer
12600647745,402493917,2021-04-23 13:43:43,2021-04-23 14:03:25,186.86.52.127,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,te confundió,"Pandemia,enfermedad,encierro.",#nomascovid19,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,48,5,89,Rabia,Todo el tiempo,Ninguna de las anteriores,4,8 a 10 años,No se,Mujer
12600647034,402493917,2021-04-23 13:57:46,2021-04-23 14:02:55,191.106.150.186,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,te enseñó algo nuevo,Conocer nuevos temas e interactuar con nuevos compañeros ,#por nuevo regreso sano,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,30,98,Satisfacción/orgullo,No se,Ninguna de las anteriores,5,8 a 10 años,Universitario,Mujer
12600644891,402493917,2021-04-23 13:48:40,2021-04-23 14:02:56,186.168.105.2,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,te enseñó algo nuevo,Todo lo que me enseñaron fue muy interesante y me gusto mucho.,#Muy interesante todo.,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,50,50,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,4,8 a 10 años,Técnico,Hombre
12600642797,402493917,2021-04-23 13:45:43,2021-04-23 14:01:27,190.29.160.42,,,,,Sí,CAUCA,Colegio Comfandi Miraflores,te enseñó algo nuevo,De acuerdo a la experiencias que tuve fue aprender muchas cosas que yo no conocía ,#Aprendiendo cosas nuevas ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,80,100,Felicidad,Todo el tiempo,El trabajo en equipo,4,8 a 10 años,No se,Hombre
