respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",FECHA DE IMPLEMENTACIÓN,DEPARTAMENTO,NOMBRE DEL CENTRO INFANTIL O INSTITUCIÓN EDUCATIVA,¿Cuántos años de experiencia tienes en la educación infantil? ,¿Cuál es tu nivel de formación?,¿Cuéntanos en qué rango de edad te encuentras ?,¿Cuál es tu género?,"Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el centro infantil. Todo lo que quieras decir es válido.",La historia que contaste te generó.,¿Con qué frecuencia sucede la situación que narraste en la historia?,¿Con cuáles de las siguientes situaciones se relaciona tu historia? Escoge 3,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,La vinculación de las familias a las propuestas educativas.,Los momentos de alimentación de las niñas y los niños.,El desempeño de los agentes educativos/docentes y sus prácticas.,La disposición intencionada de los ambientes pedagógicos y otros espacios.,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",El acompañamiento al tránsito educativo de las niñas y los niños.,El trabajo colaborativo entre los agentes educativos/docentes.,La articulación entre la propuesta pedagógica y el proyecto educativo institucional.,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",La garantía de derechos de los niños y las niñas,"Mientras escribías la historia, sentiste que...",¿Cuál es el actor principal de tu historia?,"Si en la anterior pregunta tu respuesta fue ""Otro"", escribe cuál.","De acuerdo con la historia que contaste, ¿Cuál fue tu rol como agente educativo/docente?","Si fueras una niña o niño de primera infancia, ¿Cómo te gustaría vivir tu educación inicial? Elegir 3 opciones",Una alimentación que me guste.,Objetos y cosas para crear y jugar.,Que mi familia me acompañe más.,Poder hablar y preguntar más.,Más momentos de juego y diversión.,Exploración con la naturaleza.,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,Contar con ambientes para disfrutar,op1,op2,"Desde tu rol como agente educativo/docente, ¿hacia dónde enfocarías tus acciones para aportar a la calidad de la educación inicial? Elige 3 opciones",Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",Otra,cual
13020661267,409984779,2021-10-05 10:33:54,2021-10-05 10:40:30,191.156.42.140,,,,,Sí,10/05/2021,ANTIOQUIA,CI JESUS AMIGO,11 a 15 años,Especialista,41 a 50 años,Mujer,"Al realizar la sensibilización sobre la importancia de la lactancia materna con los niños y niñas, es difícil aceptar cuánto tienen introyectado que los bebés deben alimentarse con tetero. Es normal para ellos esto, incluso ven el tetero cómo algo normal. Al contarles que ningún niño debería tomarlo por todas las desventajas que tienen algunos hasta lloran. Ahí realizamos un pacto  por la salud el cual consiste en desmontar el biberón. Para algunos es difícil de aceptar.",Tristeza,Única vez,,,,Los momentos de alimentación de las niñas y los niños.,,,,,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,No,Potenciar el desarrollo de los niños y las niñas.,Profes más afectivos,Una alimentación que me guste.,,,,,,,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13012948604,409984779,2021-10-01 19:11:19,2021-10-01 19:26:06,181.63.147.58,,,,,Sí,10/01/2021,ANTIOQUIA,CI JESUS AMIGO,5 a 10 años,Especialista,31 a 40 años,Hombre,"Desde que regresamos a la presencialidad al centro infantil, siento que el trabajo a disminuido y disfruto mas de la labor, en estos momentos me encuentro liderando una exposición de arte, relacionada con un proyecto transversal que tenemos en la institución (viviendo y conociendo mis derechos), esta exposición es una muestra de los 11 años de vivencia y ejecución del festival del proyecto mencionado, para mi ha sido un reto y lo sigue siendo porque soy el responsable del éxito o del fracaso de esta exposición, creo que será un éxito, porque la estamos dando toda para lograr que la comunidad se beneficie de esta línea de tiempo del proyecto, representada en una exposición, muchas personas confían en mi y no quiero decepcionarlos, por eso me he preparado lo mejor que he podido para mostrar algo agradable al publico que se beneficiara, aun estamos en proceso y pronto será una realidad y esperamos que sea del agrado de la mayoría de la personas porque la apuesta que se está haciendo es grande. Este proceso ha generado en mi múltiples aprendizajes como líder y como persona. La exposición se llama “Un sueño que se hace realidad”. ",Alegría,Todo el tiempo,,,,,,La disposición intencionada de los ambientes pedagógicos y otros espacios.,,,El trabajo colaborativo entre los agentes educativos/docentes.,La articulación entre la propuesta pedagógica y el proyecto educativo institucional.,,,Fui muy honesto y conté lo que me pasó,Otro,AGENTES EDUCATIVOS,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,,Objetos y cosas para crear y jugar.,,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13031495225,409984779,2021-10-08 22:03:52,2021-10-08 22:16:15,181.135.53.133,,,,,Sí,10/08/2021,ANTIOQUIA,CI JESUS AMIGO ZONA 30 DOS,5 a 10 años,Licienciado,51 a 60 años,Hombre,"Generar experiencia de acompañamiento pedagógico con el ánimo de lograr llegar de forma significativa a defender, promover el desarrollo de los niños y las niñas es tal vez, una de las metas fundamentales en la atención, sin embargo, no todos los involucrados en este proceso dan el porcentaje de entrega y dedicación esperado. La carga se vuelve pesada y como parte del proceso, se siente deseos de desfallecer, tirar la tohalla... La licha continúa y el propósito fundamental es ser garantes de la Protección y seguridad de los niños y las niñas. ",Impotencia,De vez en cuando,,,,,,,,,,,,La garantía de derechos de los niños y las niñas,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,Ninguna ,Potenciar el desarrollo de los niños y las niñas.,,,,,,Más momentos de juego y diversión.,,,,,,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,,,
"1,31E+10",409984779,2021-10-21 11:55:17,2021-10-21 12:15:32,191.156.11.45,,,,,Sí,10/21/2021,ANTIOQUIA,CI JESUS AMIGO ZONA 30 DOS,11 a 15 años,Especialista,51 a 60 años,Mujer,"Hay un niño en un CI que es altamente sociable e inquieto le gusta descubrir el mundo e interesarse por el, un día realicé una actividad de prevención del abuso caracterizada como heroína, todos participaron y al final, me senté a tomar un refrigerio de gaseosa y chotos, él se acerca y me dice "" tu eres una heroína?"" Y yo le respondí que sí... él me dice ""eres una heroína que no come saludable""....fin",Tristeza,Única vez,,,,Los momentos de alimentación de las niñas y los niños.,,,,,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,NA,Potenciar el desarrollo de los niños y las niñas.,,,,,,,,Lugares donde me sienta tranquilo(a) y alegre.,,,,,,,Desarrollar mis capacidades socioemocionales.,,,,,,,,
13030616999,409984779,2021-10-08 12:57:25,2021-10-08 13:09:16,186.81.147.231,,,,,Sí,10/08/2021,ANTIOQUIA,CI JESUS AMIGO ZONA 30 DOS,5 a 10 años,Profesional no Licenciado,31 a 40 años,Mujer,"Esta historia comienza una cálida mañana en la cual me disponía a consumir mi fruta, una de mis preferidas: piña, de repente uno de los niños y niñas del centro infantil se acerca y me pregunta, profe, porque te comes la fruta con palitos? (Esto al ver que el instrumento para comer mi fruta eran unos palitos de dientes) a lo cual respondo de una manera divertida, porque con palitos me sabe mucho mejor, esto sin pensar el impacto que generaría esta respuesta. A los pocos dias, se me acerca el mismo niño y me dice, profe, yo todas las frutas en mi casa me las como con palitos y me saben mucho mejor!!",Alegría,Única vez,,,,Los momentos de alimentación de las niñas y los niños.,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,La garantía de derechos de los niños y las niñas,Fui muy honesto y conté lo que me pasó,Niños/niñas,No aplica,Potenciar el desarrollo de los niños y las niñas.,,Una alimentación que me guste.,,,,,Exploración con la naturaleza.,,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13030260551,409984779,2021-10-08 10:30:46,2021-10-08 10:44:38,191.156.47.25,,,,,Sí,10/08/2021,ANTIOQUIA,CI LA AURORA (HUELLITAS DE ANGELES),1 a 4 años,Licienciado,21 a 30 años,Mujer,"Desde hace mucho tiempo en un Centro infantil Se habia observado que las familias participaban muy como de los procesos  pedagogicos de los niños y las niñas pero entonxes un grupo de super heroinas sin capas , ni poderes sobre natulares decidieron transformar esto con ayuda de un equipo dinamizador experto que con seguridad, conocimiento e ideas ayudaron a esta transformacion y ahora tanto las docentes como las familias cambiaron y ahora son mucho mas interesadas en brindar un acompañamoento completo de los niños y las niñas ....esta historia continuara....",Motivación,Todo el tiempo,,,La vinculación de las familias a las propuestas educativas.,,El desempeño de los agentes educativos/docentes y sus prácticas.,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Familias y otras personas significativas,Ninguno,Potenciar el desarrollo de los niños y las niñas.,,,,Que mi familia me acompañe más.,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,Contar con ambientes para disfrutar,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13024303638,409984779,2021-10-06 12:27:15,2021-10-06 12:38:49,191.95.40.124,,,,,Sí,10/06/2021,ANTIOQUIA,CI LA AURORA (HUELLITAS DE ANGELES),5 a 10 años,Magister,31 a 40 años,Mujer,"Había una vez una chica  muy alegre y divertida que disfrutaba mucho de su trabajo, entre sus dinámicas laborales se encontró con que las tecnologías ya harían parte de su vida y Ohhh sorpresa, ella les temía, por lo que se asustó, y pensó que no sería capaz de continuar adelante; comenzó a realizar algunos retos propios de su labor y que tenía que ver con aplicaciones web, cada que lo intentaba era una desmotivación fija, pero a medida que eso pasaba iba descubriendo todo lo positivo que tenía el mundo tecnológico, así que tomo la decisión de preguntar, y buscar en San Google jejej,  allí se dió cuenta que podía hacer grandes cosas y lo fácil que era siguiendo algunos pasos, se dió a la tarea de cacharrear algunas de las páginas y aplicaciones de su interés y a partir de allí comenzó a implementarlas dejando a un lado sus miedos e inseguridades y logrando grandes cosas. ",Motivación,De vez en cuando,La apropiación y uso de herramientas tecnológicas.,,,,,,,,,,,,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,No,"Fortalecerme como agente educativo/docente para alcanzar mis proyectos personales, familiares y profesionales.",,,,,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,,,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13045768864,409984779,2021-10-14 15:08:53,2021-10-14 16:13:11,190.251.4.243,,,,,Sí,10/14/2021,ANTIOQUIA,CI POR UN NUEVO SANTADER,1 a 4 años,Especialista,21 a 30 años,Mujer,"Las experiencias para los agentes aducativos, niños, niñas y familias en las actividades del reconocimiento de derecho han Sido muy divertidas cargadas de aprendizajes ",Motivación,Única vez,,,La vinculación de las familias a las propuestas educativas.,,,La disposición intencionada de los ambientes pedagógicos y otros espacios.,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,.,Potenciar el desarrollo de los niños y las niñas.,,,,Que mi familia me acompañe más.,Poder hablar y preguntar más.,,Exploración con la naturaleza.,,,,,,,,Desarrollar mis capacidades socioemocionales.,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,,,
13024459131,409984779,2021-10-06 13:20:56,2021-10-06 13:26:04,179.14.114.108,,,,,Sí,10/06/2021,ANTIOQUIA,CI POR UN NUEVO SANTADER,Más de 15 años,Licienciado,51 a 60 años,Mujer,"AMO MI LABOR Llevo desempeñando mi labor hace 20 años, tiempo que he tenido que relacionarme con muchos niños y niñas entre ellos hay algunos mas significativos que otros, en mi narrativa nombrare uno Nicolas ; el inicio con nosotros en el centro infantil   desde los dos años , su madre era empleada domestica ,el padre  un empleado de construcción y su hermano el responsable de estar con el en los momentos que no hay atención y encargado de llevarlo al centro infantil. Nicolas tenía Sindrome de Down  y al estar con su hermanito tenia muchas falencias en su proceso de desarrollo  fue en el centro infantil que aprendió : caminar, dejar el pañal a sus 5 años , comer toda clase de alimentos, hablar pocas palabras pero entendibles y sobre todo a relacionarse de forma cálida con todos los del centro infantil, nuestra relación fue más allá de docente alumno ya que como no tenían quien lo cuidara cuando su hermano estudiaba por las tardes yo lo tenia en mi casa entonces compartíamos mucho tiempo juntos, en todas la experiencias enseñadas a Nicolas se le enseño a ser autónomo, expresar sus pensamientos y sentimientos  ya que tendría tarde o temprano que enfrentarse a un nuevo entorno cuando transitara.  Nicolas estuvo con nosotros en extra edad hasta los 6 años, en el momento de la despedida fue duro que el se alejara pero me sentía feliz y orgullosa porque había aprendido a sobre vivir en diferentes entornos mostrándose autónomo y seguro, la madre cuando el paso al colegio se salió de trabajar por que ya era mas dificultoso encontrar quien lo cuidara y se dedicó a él. Constantemente me compartía fotos, diplomas ,visitas de abrazos y alegría, menciones de honor  por ser un niño integral y  para mi  agradecimientos de parte de la familia y sobre todo de Nico  que en sus palabras medio habladas me decía “Paty Glacias” palabras que quedaron grabadas en mi corazón  y que nunca se borraran de mi mente por que la labor como docente se siente bien grata con palabras así, con esas palabras que nos conmueven y nos hacen  caer en cuenta que nuestra labor vale la pena y es gratificante. Nico murió en el 2020 cuando tenía 10 añitos  constantemente la madre sigue montando fotos en redes de su paso por nuestro centro infantil  dando las infinitas gracias y yo viviré por siempre con Nicolas en mi corazón  ratificando como AMO MI LABOR.",Orgullo/Satisfacción,Única vez,,,,,El desempeño de los agentes educativos/docentes y sus prácticas.,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",El acompañamiento al tránsito educativo de las niñas y los niños.,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,niño Nicolas,Potenciar el desarrollo de los niños y las niñas.,Profes más afectivos,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13028691063,409984779,2021-10-07 20:12:31,2021-10-07 20:30:15,181.141.223.137,,,,,Sí,10/07/2021,ANTIOQUIA,CI SER Y HACER CARAMBOLAS,11 a 15 años,Licienciado,41 a 50 años,Mujer,"Me hace muy feliz sentir que la labor docente me permite un acercamiento positivo con los niños, niñas y familias, que posibilita aplicar estrategias  de diálogo que le dan confianza e interés de permanecer en el centro infantil. A menudo los adultos significativos y niños necesitan ser escuchados.  ",Motivación,De vez en cuando,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,La vinculación de las familias a las propuestas educativas.,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Familias y otras personas significativas,N/A,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,,,,,,,,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,,,
13027248703,409984779,2021-10-07 10:34:24,2021-10-07 10:55:12,190.240.148.186,,,,,Sí,10/07/2021,ANTIOQUIA,CI SER Y HACER CARAMBOLAS,11 a 15 años,Licienciado,41 a 50 años,Mujer,"En este momento, y desde hace unos 7 meses, siento que todo esté cuento ha cambiado, Buen Comienzo no es lo que era antes, esta situación de cambios, desinformación y carga laboral, me tiene estresada, desde hace mucho tiempo no sentía tanta desmotivación con mi que hacer en este programa, aunque siempre las exigencias han ido muchas y de hoy para hoy, esta vez es es diferente, ahora pareciera que a nadie le interesa de verdad, que está pasando con todo el equipo que atiende a los niños y las niñas, en las más de 62 sedes que prestan el servicio,  y prueba de ello, son las constantes quejas y el malestar sentido de todo un equipo,  aunque doy gracias infinitas a Dios por tener mi trabajo y poder apoyar a tantas personas que lo necesitan y continuar aprendiendo y abrazando a mis niños, aunque no se pueda, esto es como lo único que pienso vale la pena, pero no me siento bien, no tan feliz como antes, no me.siemto apoyada.por el programa, además de un fuerte temor, de que esto no va a cambiar .,......r ",Tristeza,Única vez,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,El trabajo colaborativo entre los agentes educativos/docentes.,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,No,Actuar de la mejor manera para conservar mi empleo.,,,,Que mi familia me acompañe más.,,,,Lugares donde me sienta tranquilo(a) y alegre.,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13024985646,409984779,2021-10-06 16:31:06,2021-10-06 16:44:10,190.28.97.95,,,,,Sí,10/06/2021,ANTIOQUIA,CI SER Y HACER CARAMBOLAS,11 a 15 años,Licienciado,41 a 50 años,Mujer,"cá en el centro infantil , más de 6 años. Y lo que más me duele ?? es en la forma como hacen los cambios de agentes educativas  de uno por el hecho de ser adulta también emociones y sentimientos encontrados ya que para mí es muy duro estos cambios por qué si y a cada rato sin razón de ser la presión laboral interna ,  y esto afecta la dinámica laboral y la interacción con los niños y niñas niñas ",Impotencia,Todo el tiempo,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,,,El desempeño de los agentes educativos/docentes y sus prácticas.,,,,,,,,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,Familias y comunidad ,Dar cumplimiento a los criterios de calidad de la educación infantil (hasta los 8 años) en el marco de la atención integral.,,Una alimentación que me guste.,,Que mi familia me acompañe más.,,,,,,,,Contar con ambientes para disfrutar,,,,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13028707027,409984779,2021-10-07 20:27:38,2021-10-07 20:44:28,181.134.251.121,,,,,Sí,10/07/2021,ANTIOQUIA,CI SER Y HACER CARAMBOLAS 2,11 a 15 años,Licienciado,41 a 50 años,Mujer,"Como coordinadora he podido vivenciar muchas situaciones muy valiosas y significativas para mi ya que a traves de mi experiencia aqui en centro infantil y aunque no este constantemenre en una sala de desarrollo puedo vivenvciar muchas situaciaciones que ne llenan el alma de alegria con solo her la sonrrsa de los niños y las niñas, su alegria de entrar al centro infantil, con un hola profe con un acercamiento, me llena de alegria de saber que lo que realizamos por el bienestar de los niñis y las nilas no queda en vano y que tofo esto queda en el corazon de los niñis y las niñas y sus familias.     ",Alegría,Todo el tiempo,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,,,,La disposición intencionada de los ambientes pedagógicos y otros espacios.,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,No hubo otro,Potenciar el desarrollo de los niños y las niñas.,,,,,,,,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,,,
13028423766,409984779,2021-10-07 18:06:29,2021-10-07 18:21:45,191.95.44.218,,,,,Sí,10/07/2021,ANTIOQUIA,CI SER Y HACER CARAMBOLAS 2,5 a 10 años,Licienciado,41 a 50 años,Mujer,"Durante este resto de año que se inicio nuevamente la presencialidad, en mi sala de desarrollo son niños y niñas de 2 y 3 años, y me haceb reir con sus ocurrencias, sobre todo los de 2 años, tsn inteligentes y vivitos, tengo 2 que son pegoncitos y cuando llega la mama por edwin hay mismo que le pego un un niño y NO cuenta que el pega tambie, entoces eso me hace reir uno tan chiquitico en este mundo y con esos alcances y tambien como hablan de claro como chistosos con sus ocurrencias.",Alegría,De vez en cuando,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,,Los momentos de alimentación de las niñas y los niños.,El desempeño de los agentes educativos/docentes y sus prácticas.,,,,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,Yo no escribi otro,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,Profes más afectivos,,,Que mi familia me acompañe más.,,,Exploración con la naturaleza.,,,,,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13022586145,409984779,2021-10-05 23:36:49,2021-10-06 00:33:22,190.240.145.198,,,,,Sí,10/05/2021,ANTIOQUIA,CI SER Y HACER CARAMBOLAS 2,Menos de 1 año,Técnicos,51 a 60 años,Mujer,"Hola , buena noche: Inicio contándole que llevo  muy poco tiempo trabajando  en una entidad  educativa, pero debo confesar  que este trabajo cambió mi vida.Después de trabajar durante 14 años sin parar , con jornadas largas de 12 horas donde no importaba si era de noche o de día , si era sábado o domingo , si llovía o hacía sol, allí donde las jornadas eran de 12 horas ,  14 años  donde madrugabas o transnochabas, allí donde la rutina y la costumbre ya son cotidianas pues esto era el día día que vivia, todo era trabajo, allí vivi momentos bonitos pero también momentos muy tristes pues es difícil no dejarnos contagiar del dolor del otro,aprendí demasiado, conocí personas que me aportaron muchísimo y que dejaron en mi una huella , era el trabajo que muchos anhelaban, contrato indefinido, buenas prestaciones sociales , buen salario, estaba en una institución de alto nivel y quizás la mejor de la ciudad, pero un día me dije : Será que todo esto es suficiente? Soy Feliz? Que pasaría si me retiro ? Como pago mi pensión? Estoy vieja y ya no me dan trabajo ?…..,Siempre anhelaba dormir en mi cama en esas noches frías y lluviosas cuando me tocaba hacer turno en el hospital !  Anhelaba tener más tiempo para mi y para mi familia! Anhelaba  disfrutar de un fin de semana libre  o planear un paseo en familia ! Anhelaba salir del trabajo antes de ocultarse el sol, anhelaba trabajar menos horas ! Después de  analizarlo y pensarlo mucho tomo una de las decisiones más difíciles de mi vida , tome la desicion de renunciar …..Y si ahora soy más feliz, gano menos  pero disfruto y comparto más con mi familia y amigos , veo el sol todos los días , duermo en mi cama todos los días y  hago planes los fines de semana , ahora comprendí que el dinero no lo es todo , que el futuro es incierto , qué hay que vivir el hoy  ya que la vida es corta , que lo más importante  es que seamos felices ….",Tranquilidad,Única vez,,,,,,,,,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Otro,Yo misma ,"Fortalecerme como agente educativo/docente para alcanzar mis proyectos personales, familiares y profesionales.",,,Objetos y cosas para crear y jugar.,,,Más momentos de juego y diversión.,,,,,,Contar con ambientes para disfrutar,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13025382163,409984779,2021-10-06 18:33:32,2021-10-06 19:21:21,186.144.42.176,,,,,Sí,10/06/2021,ANTIOQUIA,CI SUSANITA DIAZ,Más de 15 años,Técnicos,31 a 40 años,Mujer,"Para mi es muy significativo cuando se inicia el año con los niños y niñas, puesto que ingresan por primera vez a un centro infantil, en donde se les acompaña en la transición la cual es un poco dura y difícil para ellos y ellas. Sin embargo, con el tiempo  uno como agente educativa docente  se convierte en esa figura de confianza y seguridad para ellos y ellas formando vínculos afectivos cada vez más fuertes, resaltando  que, algunos salen del jardín y aún se continúan con ese vínculo de amor, prevalecía y comprensión.",Orgullo/Satisfacción,Todo el tiempo,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",El acompañamiento al tránsito educativo de las niñas y los niños.,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Niños/niñas,Xxx,Potenciar el desarrollo de los niños y las niñas.,,Una alimentación que me guste.,,Que mi familia me acompañe más.,,,,,,,,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,,,
13025297199,409984779,2021-10-06 18:34:25,2021-10-06 18:38:43,181.135.94.213,,,,,Sí,10/06/2021,ANTIOQUIA,CI SUSANITA DIAZ,1 a 4 años,Profesional no Licenciado,31 a 40 años,Mujer,"Un día llegué al jardín infantil y un niño expresó que venía la mujer maravilla, me dio un sentimiento profundo y solo lo abracé.",Alegría,De vez en cuando,,,,,,,,,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Niños/niñas,N/A,"Fortalecerme como agente educativo/docente para alcanzar mis proyectos personales, familiares y profesionales.",Profes más afectivos,,,,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,,,
