respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",FECHA DE IMPLEMENTACIÓN,DEPARTAMENTO,NOMBRE DEL CENTRO INFANTIL O INSTITUCIÓN EDUCATIVA,¿Cuántos años de experiencia tienes en la educación infantil? ,¿Cuál es tu nivel de formación?,¿Cuéntanos en qué rango de edad te encuentras ?,¿Cuál es tu género?,"Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el centro infantil. Todo lo que quieras decir es válido.",La historia que contaste te generó.,¿Con qué frecuencia sucede la situación que narraste en la historia?,¿Con cuáles de las siguientes situaciones se relaciona tu historia? Escoge 3,"Mientras escribías la historia, sentiste que...",¿Cuál es el actor principal de tu historia?,"De acuerdo con la historia que contaste, ¿Cuál fue tu rol como agente educativo/docente?","Si fueras una niña o niño de primera infancia, ¿Cómo te gustaría vivir tu educación inicial? Elegir 3 opciones",Una alimentación que me guste.,Objetos y cosas para crear y jugar.,Que mi familia me acompañe más.,Poder hablar y preguntar más.,Más momentos de juego y diversión.,Exploración con la naturaleza.,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,Contar con ambientes para disfrutar,op1,op2,"Desde tu rol como agente educativo/docente, ¿hacia dónde enfocarías tus acciones para aportar a la calidad de la educación inicial? Elige 3 opciones",Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",Otra,cual
13112719483,401757236,2021-11-09 12:08:18,2021-11-09 12:25:50,186.82.86.242,,,,,Sí,11/09/2021,ATLÁNTICO,IE Sarid Arteta,5 a 10 años,Especialista,51 a 60 años,Mujer,"En la institución realizamos un festival de rondas infantiles. Realizaron la personificación de los personajes, con su correografia, yo los apoye disfrazada igual que ellos para darles seguridad y confianza, fue genial. Los niños y padres felices por el logro. ",Alegría,De vez en cuando,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",Fui muy honesto y conté lo que me pasó,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,Profes más afectivos,,,Que mi familia me acompañe más.,,,,,,,,Contar con ambientes para disfrutar,,,Desarrollar mis capacidades socioemocionales.,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13112643740,401757236,2021-11-09 11:46:49,2021-11-09 11:59:16,191.102.220.210,,,,,Sí,11/09/2021,ATLÁNTICO,CDI Niño Jesús Olaya,5 a 10 años,Licienciado,31 a 40 años,Mujer,El lograr el apoyo de algunos padres al dialogar con ellos sobre la importancia de su apoyó  y ayuda en casa para fortalecer el proceso de transito armonioso ,Motivación,De vez en cuando,La vinculación de las familias a las propuestas educativas.,Fui muy honesto y conté lo que me pasó,Familias y otras personas significativas,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,Profes más afectivos,,,,,Más momentos de juego y diversión.,,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13112599030,401757236,2021-11-09 11:39:43,2021-11-09 11:45:43,190.84.118.28,,,,,Sí,11/09/2021,ATLÁNTICO,IE Sarid Arteta,5 a 10 años,Magister,41 a 50 años,Mujer,"En años anteriores he recibido estudiantes que proceden de CDI...al inicio los niños están en desventaja con los otros que ya vienen trabajando en la institución en cuanto a la realización de trazados, sin embargo en el segundo período ya se colocan a tono con los aprendizajes y logros esperados.",Motivación,De vez en cuando,El acompañamiento al tránsito educativo de las niñas y los niños.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,,,Que mi familia me acompañe más.,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,,,,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13112473091,401757236,2021-11-09 10:59:05,2021-11-09 11:08:42,186.169.230.28,,,,,Sí,11/09/2021,ATLÁNTICO,CDI Amira de la Rosa,5 a 10 años,Técnicos,31 a 40 años,Mujer,"Una experiencia significativa es el apego que los niños y niñas siente hacia mi como maestra,ese momento tan especial que espera,para ver las experiencias de la semana ",Motivación,Única vez,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,Reflexioné y aprendí algo nuevo,Familias y otras personas significativas,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,,,Objetos y cosas para crear y jugar.,,,Más momentos de juego y diversión.,,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,Desarrollar mis capacidades socioemocionales.,,,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13112284889,401757236,2021-11-09 10:04:38,2021-11-09 10:12:06,190.144.83.153,,,,,Sí,11/09/2021,ATLÁNTICO,CDI Amira de la Rosa,1 a 4 años,Normalista,31 a 40 años,Mujer,Es muy gratificante ser agente educativo ya que no  solamente se  vela por el bienestar  integrar de los niños  sino que con el desarrollo de las experiencias eñ niño obtiene un aprendizaje significativo,Motivación,Todo el tiempo,La apropiación y uso de herramientas tecnológicas.,Reflexioné y aprendí algo nuevo,Niños/niñas,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,,,,Que mi familia me acompañe más.,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13111899313,401757236,2021-11-09 07:53:47,2021-11-09 08:00:39,190.147.146.7,,,,,Sí,11/09/2021,ATLÁNTICO,CDI La Playa,5 a 10 años,Licienciado,41 a 50 años,Mujer,"La experiencia con tránsito armonioso nos amplia la práctica pedagógica para que los niños y niñas vivan un paso a la educación formal de manera armónica junto con sus familias, para los niños que se encuentran a mi cargo ha sido estupenda y valiosa la herramienta para el manejo y resignificación de sus emociones.",Motivación,Todo el tiempo,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,,Objetos y cosas para crear y jugar.,Que mi familia me acompañe más.,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,Contar con ambientes para disfrutar,,,Desarrollar mis capacidades socioemocionales.,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,,,
13111874033,401757236,2021-11-09 07:30:21,2021-11-09 07:50:00,191.95.29.245,,,,,Sí,11/09/2021,ATLÁNTICO,CDI La Luz,5 a 10 años,Licienciado,41 a 50 años,Mujer,Unas de las experiencias significativas que tengo y que jamás boy olvidar fuen en el año 2017 cuando ví los resultados de alegría y y satisfacción de mis niños a final de año..se realizó como cláusula final un evento en dónde los niños debían exponer todas sus ideas y experiencia en una caja mágica hay debían venir todos sus trabajos y fotografía también se realizó un bailen de Villa costos y todos partiparon. Fue hermoso,Orgullo/Satisfacción,De vez en cuando,La disposición intencionada de los ambientes pedagógicos y otros espacios.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,Una alimentación que me guste.,,,,,Exploración con la naturaleza.,,,,,Contar con ambientes para disfrutar,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13111861472,401757236,2021-11-09 07:29:33,2021-11-09 07:44:25,191.95.19.235,,,,,Sí,11/09/2021,ATLÁNTICO,CDI Niños Jesús Galán,1 a 4 años,Licienciado,21 a 30 años,Mujer,"Una de las experiencias significativas que tuve con niños y niñas que hicieron parte del proceso de transición es crear experiencias pedagógicas que desarrollen en ellos su dimensión cognitiva en especial el desarrollo del pensamiento lógico, el cual les permite a ellos resolver situaciones-problema que se pueden presentar tanto dentro, como fuera de la escolaridad, cómo también les permite desenvolverse de manera independiente y autónoma y están prestos a de los intereses generados a través de las experiencias pedagógicas significativas cumplir con los derechos básicos de aprendizaje en la institución educativa primaria.",Motivación,De vez en cuando,El trabajo colaborativo entre los agentes educativos/docentes.,Fui muy honesto y conté lo que me pasó,Otro,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,Profes más afectivos,,,,Poder hablar y preguntar más.,,,,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,,,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13110123928,401757236,2021-11-08 15:59:27,2021-11-09 07:36:33,191.102.221.75,,,,,Sí,11/26/2021,ATLÁNTICO,IE Alberto Assa,Más de 15 años,Especialista,31 a 40 años,Mujer,"Finalizando el año escolar la tutora de P.T.A con el grupo de docentes del grado transición y primer grado de la I.E.D Alberto Assa realizamos una jornada lúdica para promover el transito armónico de los niños y niñas con actividades recreativas y pedagógicas para conocer a las profes y los nuevos salones , se presentó en la sala de informática el cuento y todos los salones estaba con material para trabajar con los niños y niñas del grado transición, los niños disfrutaron mucho de esta jornada  ",Motivación,Todo el tiempo,El acompañamiento al tránsito educativo de las niñas y los niños.,Reflexioné y aprendí algo nuevo,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,Profes más afectivos,,Objetos y cosas para crear y jugar.,,Poder hablar y preguntar más.,Más momentos de juego y diversión.,,,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,Contar con ambientes para disfrutar,,,,,,,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13111819849,401757236,2021-11-09 07:18:08,2021-11-09 07:25:52,191.95.27.164,,,,,Sí,11/09/2021,ATLÁNTICO,CDI La Luz,5 a 10 años,Técnicos,21 a 30 años,Mujer,"Hacen 4 años cuando era madre comunitaria en mi barrio tenia dos niños que ese año tenian que hacer el proceso de tránsito armonioso para colegio al principio fue duro para ellos por que no contabamod con esta experiencia y simplemente el niño pasaba a colegio y listo, ellos lloraban mucho muchas veces no querian ir al colegio, por que les hacian falta sus amiguitos y su maestra . No sabia en ese momento como ayudarlos por mas que hablabamos con ellos y le explicabamos ellos seguian rechazando el colegio ",Impotencia,Única vez,El acompañamiento al tránsito educativo de las niñas y los niños.,Reflexioné y aprendí algo nuevo,Niños/niñas,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,Profes más afectivos,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,Contar con ambientes para disfrutar,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13110829169,401757236,2021-11-08 20:17:22,2021-11-08 21:03:35,45.238.146.6,,,,,No,11/08/2021,ATLÁNTICO,IE José Consuegra Higgins,5 a 10 años,Especialista,51 a 60 años,Mujer,"Todo lo vivido en este tiempo de pandemia desde marzo 2020 ha sido muy signifcativo. Motivar a los padres de familia a seguir apoyando a sus hijos en las actividades escolares,dándoles animo ante tanta dificultad económica,afectiva, pérdida de parientes. sin lugar a dudas ha sido en aprte satisfactoria porque los niños logran permanecer  asistiendo a clases, ",Motivación,Todo el tiempo,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",Fui muy honesto y conté lo que me pasó,Familias y otras personas significativas,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,Profes más afectivos,,,Que mi familia me acompañe más.,,,Exploración con la naturaleza.,,,,,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13109899890,401757236,2021-11-08 14:47:37,2021-11-08 14:55:23,181.33.24.92,,,,,Sí,11/08/2021,ATLÁNTICO,CDI Cepeda Samudio,5 a 10 años,Licienciado,21 a 30 años,Mujer,"La historia de una niña llamada Sharon  Cortina que ha estado muy ansiosa para entrar a su nuevo colegio "" colegio grande"" cómo le dice a ella. Dice que lo quiere conocer y experimentar con sus compañeros y maestra, para ello hicimos en grupo una ""ventana al futuro"" el cual mostraba imágenes del colegio donde ella va a transitar , con el objetivo de que se familiarizará con este, así sea por fotografías. Esta experiencia le encantó tanto que todos al igual que sus pares se sintieron felices y con ganas de conocer más su nuevo entorno ",Orgullo/Satisfacción,Todo el tiempo,El acompañamiento al tránsito educativo de las niñas y los niños.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,Profes más afectivos,,,,,,,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,,,
13109768707,401757236,2021-11-08 13:50:06,2021-11-08 14:08:29,186.112.195.208,,,,,Sí,11/08/2021,ATLÁNTICO,IE Pablo Neruda,Más de 15 años,Licienciado,51 a 60 años,Mujer,"Como docente la experiencia más significativa es como los niños y niñas en acompañamiento de sus padres cumplieron con sus actividades en forma virtual. Siento que los estudiantes están preparados emocionalmente y academicamente para hacer un buen primero.  Como docente tendrá la gran alegría de entregarles su.diploma de grado y conocerlos personalmente ya que los he conocido y hemos compartido por WhatsApp,  videos llamadas que nos han acercado mucho y he valorado todos.los esfuerzos.que han hecho para cumplir con sus compromisos. ",Orgullo/Satisfacción,Todo el tiempo,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",Fui muy honesto y conté lo que me pasó,Niños/niñas,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,Profes más afectivos,,,Que mi familia me acompañe más.,,,,,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13109451929,401757236,2021-11-08 12:05:32,2021-11-08 12:21:15,181.33.12.71,,,,,Sí,11/08/2021,ATLÁNTICO,CDI Carrizal Institucional,5 a 10 años,Normalista,31 a 40 años,Mujer,"Una historia que me llamo la atencion fue unos años atras, se trata de un niño que llegaba a la institución todo sucio, despeidado y se notaba triste, apagado y distantes de sus compañeros, no le gustaba participar en las exprriencia y poco realizaba las actividades a desarrollar, hasta que me puse en la tarea de investigar y me entere que quien lo cuidaba era un tio y le daba malos tratos mi tarea fue llegar al niño con amor tratando de que sus compañeros lo acogieran hasta que fue cambiando y llego a ser uno de los mejores ",Motivación,De vez en cuando,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",Fui muy honesto y conté lo que me pasó,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,,,,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13109438375,401757236,2021-11-08 12:04:41,2021-11-08 12:17:25,181.150.131.120,,,,,Sí,11/08/2021,ATLÁNTICO,IE Concetración Cevillar,Más de 15 años,Especialista,51 a 60 años,Mujer,"En la institución donde laboro tengo solo un año y aqui estamos tratando de entretejer una linda experiencia para que nuestro plantel llene muchas expectativas dentro de la comunidad, y asi muchas familias de los alrededo esvojan nuestro plantel como primera opción ",Motivación,De vez en cuando,La disposición intencionada de los ambientes pedagógicos y otros espacios.,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,,Objetos y cosas para crear y jugar.,,,,,,,,,,,,,,,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13107301744,401757236,2021-11-07 15:20:33,2021-11-07 15:32:00,181.78.12.203,,,,,Sí,11/04/2021,ATLÁNTICO,CDI Gimnasio San Luis,5 a 10 años,Normalista,31 a 40 años,Mujer,"Durante estas semanas que hemos estado tratando el tránsito armónico con los niños y niñas, se han generado diálogos entre pares, un día estaban sentados en el rincón literario y hablaban acerca de cómo seria su nueva escuela, uno de los niños decía ""quiero que la seño valla a la otra escuela con nosotros, para que nos acompañe"", una de las niñas respondió ""pero ella no puede ir con nosotros porque ella vive a qui en el CDI y se tiene que quedar aquí"". ",Tranquilidad,De vez en cuando,El acompañamiento al tránsito educativo de las niñas y los niños.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13105782557,401757236,2021-11-06 10:02:18,2021-11-06 10:09:25,191.91.64.84,,,,,Sí,11/06/2021,ATLÁNTICO,CDI Cepeda Samudio,5 a 10 años,Licienciado,31 a 40 años,Mujer,Una experiencia relacionada con el tránsito armónico fue acompañar a los padres de familia con sus dudas en cuanto a todo el proceso de inscripción y promover en los niños y las niñas esas capacidades que se vieron reflejadas en la seguridad cuando realizaron pruebas de y entrevistas.  Una madre me expresó que su hijo estaba contento el día de la prueba y le comentaba a la otra maestra que su maestra lo había acompañado y enseñado muchas cosas. En ningún momento sintió miedo o angustia cuando comenzó su proceso. ,Alegría,Única vez,La vinculación de las familias a las propuestas educativas.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,,,,,,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
